Zeit;Normalkraft
105368;1,964052E+16
10537;1,967102E+16
105372;1,964052E+16
105374;1,961002E+16
105376;1,964052E+16
105378;1,973202E+15
10538;1,964052E+16
105382;1,967102E+16
105384;1,970152E+16
105386;1,982352E+16
105388;1,961002E+16
10539;1,961002E+16
105392;1,959477E+16
105394;1,957952E+15
105396;1,957952E+15
105398;1,973202E+15
1054;1,970152E+16
105402;1,961002E+16
105404;1,964052E+16
105406;1,964052E+16
105408;1,976252E+15
10541;1,961002E+16
105412;1,988452E+16
105414;1,973202E+15
105416;1,967102E+16
105418;1,954902E+15
10542;1,964052E+16
105422;1,962527E+16
105424;1,961002E+16
105426;1,964052E+16
105428;1,973202E+15
10543;1,979302E+16
105432;1,948803E+16
105434;1,964052E+16
105436;1,976252E+15
105438;1,970152E+16
10544;1,957952E+15
105442;1,964052E+16
105444;1,976252E+15
105446;1,970152E+16
105448;1,957952E+15
10545;1,973202E+15
105452;1,964052E+16
105454;1,964052E+16
105456;1,967102E+16
105458;1,970152E+16
10546;1,970152E+16
105462;1,961002E+16
105464;1,961002E+16
105466;1,973202E+15
105468;1,976252E+15
10547;1,957952E+15
105472;1,967102E+16
105474;1,979302E+16
105476;1,951853E+16
105478;1,964052E+16
10548;1,973202E+15
105482;1,957952E+15
105484;1,964052E+16
105486;1,964052E+16
105488;1,973202E+15
10549;1,967102E+16
105492;1,967102E+16
105494;1,967102E+16
105496;1,982352E+16
105498;1,964052E+16
1055;1,961002E+16
105502;1,964052E+16
105504;1,967102E+16
105506;1,957952E+15
105508;1,961002E+16
10551;1,964052E+16
105512;1,965577E+15
105514;1,967102E+16
105516;1,964052E+16
105518;1,976252E+15
10552;1,964052E+16
105522;1,971677E+15
105524;1,979302E+16
105526;1,967102E+16
105528;1,961002E+16
10553;1,967102E+16
105532;1,964052E+16
105534;1,961002E+16
105536;1,957952E+15
105538;1,964052E+16
10554;1,976252E+15
105542;1,968627E+15
105544;1,961002E+16
105546;1,970152E+16
105548;1,973202E+15
10555;1,964052E+16
105552;1,965577E+15
105554;1,967102E+16
105556;1,973202E+15
105558;1,967102E+16
10556;1,961002E+16
105562;1,961002E+16
105564;1,964052E+16
105566;1,961002E+16
105568;1,967102E+16
10557;1,970152E+16
105572;1,967102E+16
105574;1,964052E+16
105576;1,961002E+16
105578;1,970152E+16
10558;1,961002E+16
105582;1,970152E+16
105584;1,979302E+16
105586;1,967102E+16
105588;1,961002E+16
10559;1,970152E+16
105592;1,961002E+16
105594;1,961002E+16
105596;1,961002E+16
105598;1,957952E+15
1056;1,970152E+16
105602;1,972185E+16
105604;1,974219E+15
105606;1,976252E+15
105608;1,964052E+16
10561;1,951853E+16
105612;1,962527E+15
105614;1,973202E+15
105616;1,957952E+15
105618;1,961002E+16
10562;1,964052E+16
105622;1,964052E+16
105624;1,964052E+16
105626;1,957952E+15
105628;1,967102E+16
10563;1,967102E+16
105632;1,965577E+15
105634;1,964052E+16
105636;1,970152E+16
105638;1,951853E+16
10564;1,957952E+15
105642;1,962527E+16
105644;1,967102E+16
105646;1,961002E+16
105648;1,961002E+16
10565;1,964052E+16
105652;1,962527E+16
105654;1,961002E+16
105656;1,961002E+16
105658;1,967102E+16
10566;1,961002E+16
105662;1,962527E+16
105664;1,964052E+16
105666;1,964052E+16
105668;1,954902E+15
10567;1,954902E+15
105672;1,957952E+16
105674;1,961002E+16
105676;1,957952E+15
105678;1,957952E+15
10568;1,970152E+16
105682;1,965577E+15
105684;1,961002E+16
105686;1,961002E+16
105688;1,976252E+15
10569;1,961002E+16
105692;1,964052E+16
105694;1,967102E+16
105696;1,964052E+16
105698;1,954902E+15
1057;1,957952E+15
105702;1,967102E+16
105704;1,954902E+15
105706;1,957952E+15
105708;1,957952E+15
10571;1,967102E+16
105712;1,959477E+15
105714;1,951853E+16
105716;1,964052E+16
105718;1,964052E+16
10572;1,951853E+16
105722;1,948803E+16
105724;1,964052E+16
105726;1,957952E+15
105728;1,961002E+16
10573;1,961002E+16
105732;1,957952E+16
105734;1,954902E+15
105736;1,954902E+15
105738;1,961002E+16
10574;1,954902E+15
105742;1,956427E+16
105744;1,957952E+15
105746;1,970152E+16
105748;1,967102E+16
10575;1,951853E+16
105752;1,952869E+14
105754;1,953886E+15
105756;1,954902E+15
105758;1,957952E+15
10576;1,961002E+16
105762;1,961765E+16
105764;1,962527E+16
105766;1,963290E+15
105768;1,964052E+16
10577;1,970152E+16
105772;1,964052E+16
105774;1,957952E+15
105776;1,961002E+16
105778;1,957952E+15
10578;1,957952E+15
105782;1,962527E+16
105784;1,967102E+16
105786;1,951853E+16
105788;1,957952E+15
10579;1,961002E+16
105792;1,961002E+16
105794;1,961002E+16
105796;1,954902E+15
105798;1,967102E+16
1058;1,964052E+16
105802;1,964052E+16
105804;1,964052E+16
105806;1,970152E+16
105808;1,951853E+16
10581;1,951853E+16
105812;1,954902E+15
105814;1,957952E+15
105816;1,961002E+16
105818;1,957952E+15
10582;1,964052E+16
105822;1,957952E+16
105824;1,951853E+16
105826;1,948803E+16
105828;1,967102E+16
10583;1,954902E+15
105832;1,961002E+16
105834;1,967102E+16
105836;1,967102E+16
105838;1,954902E+15
10584;1,961002E+16
105842;1,959477E+16
105844;1,957952E+15
105846;1,957952E+15
105848;1,961002E+16
10585;1,964052E+16
105852;1,954902E+15
105854;1,948803E+16
105856;1,961002E+16
105858;1,967102E+16
10586;1,951853E+16
105862;1,954902E+15
105864;1,967102E+16
105866;1,964052E+16
105868;1,954902E+15
10587;1,961002E+16
105872;1,967102E+16
105874;1,961002E+16
105876;1,961002E+16
105878;1,961002E+16
10588;1,967102E+16
105882;1,954902E+15
105884;1,951853E+16
105886;1,961002E+16
105888;1,976252E+15
10589;1,954902E+15
105892;1,957952E+15
105894;1,970152E+16
105896;1,961002E+16
105898;1,951853E+16
1059;1,964052E+16
105902;1,964052E+16
105904;1,957952E+15
105906;1,961002E+16
105908;1,976252E+15
10591;1,967102E+16
105912;1,957952E+15
105914;1,961002E+16
105916;1,970152E+16
105918;1,970152E+16
10592;1,964052E+16
105922;1,964052E+16
105924;1,964052E+16
105926;1,961002E+16
105928;1,948803E+16
10593;1,964052E+16
105932;1,973202E+15
105934;1,957952E+15
105936;1,954902E+15
105938;1,970152E+16
10594;1,982352E+16
105942;1,954902E+15
105944;1,964052E+16
105946;1,967102E+16
105948;1,957952E+15
10595;1,957952E+15
105952;1,967102E+16
105954;1,970152E+16
105956;1,967102E+16
105958;1,961002E+16
10596;1,979302E+16
105962;1,970152E+16
105964;1,954902E+15
105966;1,957952E+15
105968;1,967102E+16
10597;1,964052E+16
105972;1,961002E+16
105974;1,964052E+16
105976;1,970152E+16
105978;1,961002E+16
10598;1,954902E+15
105982;1,967102E+16
105984;1,961002E+16
105986;1,957952E+15
105988;1,957952E+15
10599;1,964052E+16
105992;1,964052E+16
105994;1,957952E+15
105996;1,970152E+16
105998;1,973202E+15
106;1,961002E+16
106002;1,964052E+16
106004;1,973202E+15
106006;1,967102E+16
106008;1,961002E+16
10601;1,961002E+16
106012;1,967102E+16
106014;1,970152E+16
106016;1,961002E+16
106018;1,954902E+15
10602;1,970152E+16
106022;1,961002E+16
106024;1,957952E+15
106026;1,967102E+16
106028;1,970152E+16
10603;1,961002E+16
106032;1,964052E+16
106034;1,967102E+16
106036;1,973202E+15
106038;1,961002E+16
10604;1,957952E+15
106042;1,970152E+16
106044;1,961002E+16
106046;1,954902E+15
106048;1,973202E+15
10605;1,973202E+15
106052;1,961002E+16
106054;1,961002E+16
106056;1,973202E+15
106058;1,967102E+16
10606;1,957952E+15
106062;1,970152E+16
106064;1,970152E+16
106066;1,961002E+16
106068;1,957952E+15
10607;1,967102E+16
106072;1,976252E+15
106074;1,964052E+16
106076;1,957952E+15
106078;1,976252E+15
10608;1,964052E+16
106082;1,964052E+16
106084;1,957952E+15
106086;1,967102E+16
106088;1,961002E+16
10609;1,961002E+16
106092;1,961002E+16
106094;1,970152E+16
106096;1,961002E+16
106098;1,961002E+16
1061;1,967102E+16
106102;1,967102E+16
106104;1,957952E+15
106106;1,957952E+15
106108;1,967102E+16
10611;1,964052E+16
106112;1,961002E+16
106114;1,973202E+15
106116;1,964052E+16
106118;1,957952E+15
10612;1,957952E+15
106122;1,964052E+16
106124;1,970152E+16
106126;1,957952E+15
106128;1,954902E+15
10613;1,973202E+15
106132;1,967102E+16
106134;1,957952E+15
106136;1,964052E+16
106138;1,970152E+16
10614;1,965577E+15
106142;1,961002E+16
106144;1,967102E+16
106146;1,967102E+16
106148;1,964052E+16
10615;1,964052E+16
106152;1,970152E+16
106154;1,964052E+16
106156;1,948803E+16
106158;1,961002E+16
10616;1,964052E+16
106162;1,961002E+16
106164;1,964052E+16
106166;1,970152E+16
106168;1,964052E+16
10617;1,961002E+16
106172;1,961002E+16
106174;1,964052E+16
106176;1,961002E+16
106178;1,957952E+15
10618;1,954902E+15
106182;1,964052E+16
106184;1,954902E+15
106186;1,951853E+16
106188;1,967102E+16
10619;1,967102E+16
106192;1,961002E+16
106194;1,961002E+16
106196;1,967102E+16
106198;1,961002E+16
1062;1,948803E+16
106202;1,954902E+15
106204;1,964052E+16
106206;1,961002E+16
106208;1,954902E+15
10621;1,957952E+15
106212;1,964052E+16
106214;1,961002E+16
106216;1,951853E+16
106218;1,970152E+16
10622;1,964052E+16
106222;1,951853E+16
106224;1,957952E+15
106226;1,967102E+16
106228;1,961002E+16
10623;1,957952E+15
106232;1,957952E+15
106234;1,957952E+15
106236;1,957952E+15
106238;1,948803E+16
10624;1,964052E+16
106242;1,964052E+16
106244;1,962527E+16
106246;1,961002E+16
106248;1,967102E+16
10625;1,957952E+15
106252;1,957952E+15
106254;1,961002E+16
106256;1,961002E+16
106258;1,961002E+16
10626;1,954902E+15
106262;1,957952E+15
106264;1,964052E+16
106266;1,951853E+16
106268;1,957952E+15
10627;1,964052E+16
106272;1,964052E+16
106274;1,951853E+16
106276;1,961002E+16
106278;1,967102E+16
10628;1,957952E+15
106282;1,954902E+15
106284;1,957952E+15
106286;1,970152E+16
106288;1,967102E+16
10629;1,954902E+15
106292;1,964052E+16
106294;1,961002E+16
106296;1,951853E+16
106298;1,961002E+16
1063;1,964052E+16
106302;1,954902E+15
106304;1,954902E+15
106306;1,967102E+16
106308;1,964052E+16
10631;1,954902E+15
106312;1,957952E+15
106314;1,964052E+16
106316;1,954902E+15
106318;1,964052E+16
10632;1,954902E+15
106322;1,970152E+16
106324;1,964052E+16
106326;1,954902E+15
106328;1,961002E+16
10633;1,973202E+15
106332;1,951853E+16
106334;1,948803E+16
106336;1,964052E+16
106338;1,967102E+16
10634;1,957952E+15
106342;1,957952E+15
106344;1,957952E+15
106346;1,967102E+16
106348;1,979302E+16
10635;1,970152E+16
106352;1,961002E+16
106354;1,951853E+16
106356;1,945753E+15
106358;1,967102E+16
10636;1,967102E+16
106362;1,957952E+15
106364;1,957952E+15
106366;1,957952E+15
106368;1,961002E+16
10637;1,954902E+15
106372;1,954902E+15
106374;1,973202E+15
106376;1,961002E+16
106378;1,954902E+15
10638;1,967102E+16
106382;1,964052E+16
106384;1,954902E+15
106386;1,954902E+15
106388;1,964052E+16
10639;1,964052E+16
106392;1,957952E+15
106394;1,957952E+15
106396;1,967102E+16
106398;1,961002E+16
1064;1,961002E+16
106402;1,961002E+16
106404;1,967102E+16
106406;1,961002E+16
106408;1,954902E+15
10641;1,964052E+16
106412;1,970152E+16
106414;1,957952E+15
106416;1,957952E+15
106418;1,964052E+16
10642;1,957952E+15
106422;1,954902E+15
106424;1,961002E+16
106426;1,951853E+16
106428;1,961002E+16
10643;1,951853E+16
106432;1,964052E+16
106434;1,964052E+16
106436;1,954902E+15
106438;1,957952E+15
10644;1,967102E+16
106442;1,954902E+15
106444;1,954902E+15
106446;1,964052E+16
106448;1,964052E+16
10645;1,961002E+16
106452;1,948803E+16
106454;1,957952E+15
106456;1,970152E+16
106458;1,954902E+15
10646;1,951853E+16
106462;1,970152E+16
106464;1,961002E+16
106466;1,948803E+16
106468;1,964052E+16
10647;1,970152E+16
106472;1,954902E+15
106474;1,954902E+15
106476;1,957952E+15
106478;1,970152E+16
10648;1,961002E+16
106482;1,948803E+16
106484;1,954902E+15
106486;1,964052E+16
106488;1,951853E+16
10649;1,964052E+16
106492;1,954902E+15
106494;1,954902E+15
106496;1,957952E+15
106498;1,967102E+16
1065;1,961002E+16
106502;1,964052E+16
106504;1,954902E+15
106506;1,961002E+16
106508;1,964052E+16
10651;1,957952E+15
106512;1,957952E+15
106514;1,961002E+16
106516;1,957952E+15
106518;1,948803E+16
10652;1,961002E+16
106522;1,970152E+16
106524;1,954902E+15
106526;1,951853E+16
106528;1,967102E+16
10653;1,954902E+15
106532;1,961002E+16
106534;1,954902E+15
106536;1,964052E+16
106538;1,957952E+15
10654;1,961002E+16
106542;1,957952E+15
106544;1,967102E+16
106546;1,957952E+15
106548;1,948803E+16
10655;1,961002E+16
106552;1,967102E+16
106554;1,957952E+15
106556;1,951853E+16
106558;1,967102E+16
10656;1,964052E+16
106562;1,961002E+16
106564;1,957952E+15
106566;1,957952E+15
106568;1,957952E+15
10657;1,945753E+15
106572;1,964052E+16
106574;1,964052E+16
106576;1,948803E+16
106578;1,951853E+16
10658;1,967102E+16
106582;1,954902E+15
106584;1,954902E+15
106586;1,967102E+16
106588;1,964052E+16
10659;1,967102E+16
106592;1,948803E+16
106594;1,951853E+16
106596;1,964052E+16
106598;1,951853E+16
1066;1,951853E+16
106602;1,967102E+16
106604;1,967102E+16
106606;1,951853E+16
106608;1,964052E+16
10661;1,964052E+16
106612;1,951853E+16
106614;1,957952E+15
106616;1,957952E+15
106618;1,961002E+16
10662;1,951853E+16
106622;1,948803E+16
106624;1,957952E+15
106626;1,961002E+16
106628;1,957952E+15
10663;1,954902E+15
106632;1,964052E+16
106634;1,961002E+16
106636;1,951853E+16
106638;1,964052E+16
10664;1,957952E+15
106642;1,951853E+16
106644;1,961002E+16
106646;1,961002E+16
106648;1,961002E+16
10665;1,954902E+15
106652;1,945753E+15
106654;1,967102E+16
106656;1,957952E+15
106658;1,948803E+16
10666;1,957952E+15
106662;1,967102E+16
106664;1,948803E+16
106666;1,951853E+16
106668;1,961002E+16
10667;1,964052E+16
106672;1,961002E+16
106674;1,948803E+16
106676;1,954902E+15
106678;1,967102E+16
10668;1,954902E+15
106682;1,954902E+15
106684;1,970152E+16
106686;1,954902E+15
106688;1,948803E+16
10669;1,961002E+16
106692;1,957952E+15
106694;1,951853E+16
106696;1,951853E+16
106698;1,964052E+16
1067;1,967102E+16
106702;1,948803E+16
106704;1,954902E+15
106706;1,967102E+16
106708;1,951853E+16
10671;1,945753E+15
106712;1,967102E+16
106714;1,961002E+16
106716;1,951853E+16
106718;1,954902E+15
10672;1,964052E+16
106722;1,961002E+16
106724;1,954902E+15
106726;1,951853E+16
106728;1,961002E+16
10673;1,961002E+16
106732;1,951853E+16
106734;1,954902E+15
106736;1,961002E+16
106738;1,948803E+16
10674;1,951853E+16
106742;1,961002E+16
106744;1,967102E+16
106746;1,954902E+15
106748;1,961002E+16
10675;1,964052E+16
106752;1,961002E+16
106754;1,951853E+16
106756;1,961002E+16
106758;1,961002E+16
10676;1,954902E+15
106762;1,951853E+16
106764;1,964052E+16
106766;1,964052E+16
106768;1,951853E+16
10677;1,951853E+16
106772;1,964052E+16
106774;1,957952E+15
106776;1,957952E+15
106778;1,961002E+16
10678;1,957952E+15
106782;1,957952E+15
106784;1,954902E+15
106786;1,951853E+16
106788;1,967102E+16
10679;1,954902E+15
106792;1,948803E+16
106794;1,964052E+16
106796;1,961002E+16
106798;1,951853E+16
1068;1,964052E+16
106802;1,957952E+15
106804;1,954902E+15
106806;1,948803E+16
106808;1,957952E+15
10681;1,964052E+16
106812;1,951853E+16
106814;1,957952E+15
106816;1,961002E+16
106818;1,961002E+16
10682;1,948803E+16
106822;1,961002E+16
106824;1,967102E+16
106826;1,957952E+15
106828;1,951853E+16
10683;1,964052E+16
106832;1,961002E+16
106834;1,954902E+15
106836;1,951853E+16
106838;1,964052E+16
10684;1,961002E+16
106842;1,957952E+15
106844;1,951853E+16
106846;1,964052E+16
106848;1,961002E+16
10685;1,951853E+16
106852;1,967102E+16
106854;1,970152E+16
106856;1,957952E+15
106858;1,951853E+16
10686;1,957952E+15
106862;1,964052E+16
106864;1,961002E+16
106866;1,951853E+16
106868;1,954902E+15
10687;1,964052E+16
106872;1,954902E+15
106874;1,954902E+15
106876;1,967102E+16
106878;1,964052E+16
10688;1,948803E+16
106882;1,967102E+16
106884;1,967102E+16
106886;1,951853E+16
106888;1,954902E+15
10689;1,957952E+16
106892;1,961002E+16
106894;1,951853E+16
106896;1,948803E+16
106898;1,964052E+16
1069;1,957952E+15
106902;1,948803E+16
106904;1,970152E+16
106906;1,970152E+16
106908;1,951853E+16
10691;1,957952E+15
106912;1,970152E+16
106914;1,970152E+16
106916;1,954902E+15
106918;1,951853E+16
10692;1,964052E+16
106922;1,964052E+16
106924;1,951853E+16
106926;1,957952E+15
106928;1,967102E+16
10693;1,957952E+15
106932;1,957952E+15
106934;1,967102E+16
106936;1,964052E+16
106938;1,951853E+16
10694;1,954902E+15
106942;1,964052E+16
106944;1,964052E+16
106946;1,957952E+15
106948;1,964052E+16
10695;1,964052E+16
106952;1,954902E+15
106954;1,957952E+15
106956;1,964052E+16
106958;1,967102E+16
10696;1,954902E+15
106962;1,951853E+16
106964;1,970152E+16
106966;1,961002E+16
106968;1,951853E+16
10697;1,961002E+16
106972;1,964052E+16
106974;1,957952E+15
106976;1,954902E+15
106978;1,964052E+16
10698;1,964052E+16
106982;1,957952E+15
106984;1,951853E+16
106986;1,957952E+15
106988;1,964052E+16
10699;1,948803E+16
106992;1,954902E+15
106994;1,967102E+16
106996;1,954902E+15
106998;1,957952E+15
107;1,957952E+15
107002;1,961002E+16
107004;1,957952E+15
107006;1,957952E+15
107008;1,964052E+16
10701;1,964052E+16
107012;1,951853E+16
107014;1,957952E+15
107016;1,964052E+16
107018;1,954902E+15
10702;1,948803E+16
107022;1,961002E+16
107024;1,967102E+16
107026;1,957952E+15
107028;1,954902E+15
10703;1,964052E+16
107032;1,964052E+16
107034;1,957952E+15
107036;1,948803E+16
107038;1,970152E+16
10704;1,957952E+15
107042;1,948803E+16
107044;1,961002E+16
107046;1,964052E+16
107048;1,951853E+16
10705;1,951853E+16
107052;1,957952E+15
107054;1,964052E+16
107056;1,951853E+16
107058;1,951853E+16
10706;1,961002E+16
107062;1,954902E+15
107064;1,942703E+16
107066;1,954902E+15
107068;1,961002E+16
10707;1,961002E+16
107072;1,951853E+16
107074;1,957952E+15
107076;1,961002E+16
107078;1,948803E+16
10708;1,954902E+15
107082;1,954902E+15
107084;1,954902E+15
107086;1,954902E+15
107088;1,954902E+15
10709;1,964052E+16
107092;1,954902E+15
107094;1,948803E+16
107096;1,961002E+16
107098;1,957952E+15
1071;1,951853E+16
107102;1,951853E+16
107104;1,957952E+15
107106;1,954902E+15
107108;1,948803E+16
10711;1,954902E+15
107112;1,964052E+16
107114;1,957952E+15
107116;1,948803E+16
107118;1,948803E+16
10712;1,961002E+16
107122;1,951853E+16
107124;1,939653E+16
107126;1,976252E+15
107128;1,964052E+16
10713;1,945753E+15
107132;1,954902E+15
107134;1,957952E+15
107136;1,951853E+16
107138;1,973202E+15
10714;1,957952E+15
107142;1,954902E+15
107144;1,951853E+16
107146;1,942703E+16
107148;1,954902E+15
10715;1,954902E+15
107152;1,945753E+15
107154;1,945753E+15
107156;1,961002E+16
107158;1,951853E+16
10716;1,948803E+16
107162;1,954902E+15
107164;1,961002E+16
107166;1,951853E+16
107168;1,948803E+16
10717;1,961002E+16
107172;1,957952E+15
107174;1,951853E+16
107176;1,948803E+16
107178;1,957952E+15
10718;1,957952E+15
107182;1,945753E+15
107184;1,951853E+16
107186;1,964052E+16
107188;1,945753E+15
10719;1,951853E+16
107192;1,957952E+15
107194;1,948803E+16
107196;1,948803E+16
107198;1,951853E+16
1072;1,951853E+16
107202;1,954902E+15
107204;1,942703E+16
107206;1,948803E+16
107208;1,964052E+16
10721;1,951853E+16
107212;1,942703E+16
107214;1,957952E+15
107216;1,954902E+15
107218;1,951853E+16
10722;1,948803E+16
107222;1,954902E+15
107224;1,961002E+16
107226;1,948803E+16
107228;1,948803E+16
10723;1,961002E+16
107232;1,957952E+15
107234;1,939653E+16
107236;1,951853E+16
