1,9671E+16
1,96405E+16
1,9671E+16
1,97625E+15
1,96405E+16
1,9549E+15
1,97625E+15
1,97625E+15
1,961E+16
1,961E+16
1,9732E+15
1,97625E+15
1,961E+16
1,9671E+16
1,97625E+15
1,96405E+16
1,97015E+16
1,9732E+15
1,9732E+15
1,9671E+16
1,96405E+16
1,97015E+16
1,97015E+16
1,961E+16
1,9671E+16
1,9671E+16
1,97625E+15
1,96405E+16
1,97625E+15
1,961E+16
1,961E+16
1,9793E+16
1,97015E+16
1,97015E+16
1,96405E+16
1,95795E+15
1,96405E+16
1,97015E+16
1,95795E+15
1,9671E+16
1,9732E+15
1,97015E+16
1,95795E+15
1,97015E+16
1,96405E+16
1,96405E+16
1,95795E+15
1,9671E+16
1,97015E+16
1,961E+16
1,96405E+16
1,9793E+16
1,961E+16
1,961E+16
1,97015E+16
1,96405E+16
1,97015E+16
1,95795E+15
1,9549E+15
1,96405E+16
1,961E+16
1,97625E+15
1,9671E+16
1,9671E+16
1,961E+16
1,97015E+16
1,9793E+16
1,95185E+16
1,9549E+15
1,97015E+16
1,96405E+16
1,96405E+16
1,96405E+16
1,96405E+16
1,96405E+16
1,96405E+16
1,9549E+15
1,9732E+15
1,95795E+15
1,9549E+15
1,97015E+16
1,96405E+16
1,95795E+15
1,9671E+16
1,97015E+16
1,961E+16
1,9549E+15
1,9671E+16
1,9671E+16
1,96405E+16
1,95795E+15
1,9671E+16
1,97015E+16
1,961E+16
1,961E+16
1,97015E+16
1,961E+16
1,96405E+16
1,9671E+16
1,96405E+16
1,96405E+16
1,9549E+15
1,9671E+16
1,9732E+15
1,961E+16
1,9549E+15
1,95795E+15
1,97015E+16
1,96405E+16
1,97015E+16
1,9732E+15
1,9671E+16
1,961E+16
1,96405E+16
1,97015E+16
1,95795E+15
1,961E+16
1,9671E+16
1,9732E+15
1,96405E+16
1,961E+16
1,97015E+16
1,9671E+16
1,95795E+15
1,9671E+16
1,9793E+16
1,97015E+16
1,961E+16
1,9671E+16
1,9671E+16
1,961E+16
1,9488E+16
1,9732E+15
1,97015E+16
1,9549E+15
1,961E+16
1,9671E+16
1,95185E+16
1,96405E+16
1,9671E+16
1,96405E+16
1,96405E+16
1,96405E+16
1,96405E+16
1,9732E+15
1,961E+16
1,97625E+15
1,97015E+16
1,961E+16
1,96405E+16
1,97015E+16
1,97015E+16
1,9549E+15
1,96405E+16
1,9671E+16
